student_id,Hours_Studied_6m,Attendance_6m,Parental_Involvement_6m,Access_to_Resources_6m,Extracurricular_Activities_6m,Sleep_Hours_6m,Previous_Scores_6m,Motivation_Level_6m,Internet_Access_6m,Tutoring_Sessions_6m,Family_Income_6m,Teacher_Quality_6m,School_Type_6m,Peer_Influence_6m,Physical_Activity_6m,Learning_Disabilities_6m,Parental_Education_Level_6m,Distance_from_Home_6m,Gender_6m,Exam_Score_6m,dropout_6m,intervention_type,intervention_hours,intervention_attendance,actual_dropout_6m
622,21,74,Low,Low,1,6,70,Low,1,2,Low,High,Public,Positive,3,0,High School,Moderate,Female,64,1,,0,0.0,
623,9,76,Low,High,0,6,78,Low,0,0,Medium,Medium,Public,Negative,4,1,Postgraduate,Near,Male,60,1,,0,0.0,
624,22,71,Medium,Medium,0,7,65,Low,1,1,Low,Medium,Public,Neutral,3,0,College,Near,Male,64,1,,0,0.0,
625,16,76,Medium,Medium,0,7,59,Low,1,0,Low,Medium,Public,Neutral,2,0,College,Near,Female,62,1,,0,0.0,
626,15,63,High,High,1,9,63,Low,0,4,High,High,Private,Negative,3,0,College,Near,Male,64,1,,0,0.0,
627,15,91,Low,Medium,0,6,64,Low,1,1,Low,High,Public,Positive,3,1,High School,Near,Male,64,1,,0,0.0,
628,20,66,Medium,High,1,8,59,Low,1,4,Medium,Medium,Public,Positive,3,0,College,Near,Male,66,1,,0,0.0,
629,7,69,Low,Medium,1,6,88,Medium,1,0,Low,High,Private,Negative,4,0,Postgraduate,Near,Female,61,1,,0,0.0,
630,11,61,High,Low,1,6,55,Medium,1,5,High,Low,Public,Neutral,3,0,High School,Far,Male,60,1,,0,0.0,
631,18,72,Low,Low,1,5,61,Low,1,1,Medium,Medium,Private,Negative,4,0,College,Moderate,Male,61,1,,0,0.0,
632,5,69,Medium,Medium,1,8,77,Medium,0,2,Low,High,Public,Negative,2,0,College,Near,Female,60,1,,0,0.0,
633,22,71,Medium,Medium,1,8,60,Low,1,1,Medium,High,Public,Neutral,4,0,High School,Moderate,Female,65,1,,0,0.0,
634,14,83,Medium,High,1,8,88,Low,1,0,High,Medium,Public,Negative,2,1,High School,Moderate,Male,65,1,,0,0.0,
635,13,65,Medium,High,0,5,87,Low,1,1,Medium,Medium,Public,Positive,2,1,High School,Moderate,Female,61,1,,0,0.0,
636,18,66,High,High,0,9,62,Medium,1,2,High,Medium,Public,Neutral,4,0,High School,Moderate,Female,65,1,,0,0.0,
637,11,88,High,Medium,1,7,56,Low,1,2,Medium,Medium,Public,Neutral,2,0,College,Near,Male,66,1,,0,0.0,
638,13,70,Medium,High,1,6,66,Medium,1,1,Medium,Medium,Public,Negative,4,0,High School,Near,Male,63,1,,0,0.0,
639,12,76,Medium,Medium,1,9,50,Medium,1,2,Medium,High,Public,Negative,3,0,College,Near,Male,64,1,,0,0.0,
640,12,68,High,Low,0,6,52,Low,1,5,High,High,Public,Neutral,3,0,College,Near,Male,63,1,,0,0.0,
641,23,65,Low,Medium,1,6,81,Low,1,2,Low,Medium,Public,Neutral,2,0,High School,Near,Female,63,1,,0,0.0,
642,14,72,Medium,High,0,9,53,Medium,1,4,Medium,Medium,Public,Negative,3,0,Postgraduate,Near,Male,65,1,,0,0.0,
643,20,60,Medium,Medium,1,6,70,Medium,1,2,Low,Medium,Public,Neutral,3,1,Postgraduate,Near,Female,63,1,,0,0.0,
644,7,62,High,Medium,1,8,51,Low,1,0,Medium,Low,Public,Positive,3,0,College,Moderate,Male,58,1,,0,0.0,
645,14,65,High,Medium,0,7,63,Medium,1,2,Low,Medium,Public,Neutral,3,0,High School,Moderate,Male,61,1,,0,0.0,
646,13,81,Medium,High,0,6,53,Low,1,2,Low,Medium,Public,Positive,4,0,High School,Near,Male,65,1,,0,0.0,
647,12,69,High,Low,0,7,70,Medium,1,1,Medium,Medium,Private,Positive,4,0,High School,Near,Male,62,1,,0,0.0,
648,13,64,Medium,Low,1,7,50,High,1,0,Medium,Low,Public,Positive,4,0,High School,Near,Male,60,1,,0,0.0,
649,14,62,Medium,Medium,0,9,73,Medium,1,1,Low,Medium,Public,Neutral,6,0,High School,Near,Male,61,1,,0,0.0,
650,23,60,High,Medium,1,9,56,Low,0,0,Low,Medium,Private,Negative,4,0,High School,Moderate,Female,61,1,,0,0.0,
651,16,61,High,Medium,0,4,54,Low,1,1,Low,Medium,Private,Neutral,2,0,High School,Near,Female,60,1,,0,0.0,
652,27,64,High,Medium,1,6,56,Low,1,0,Low,High,Public,Neutral,5,0,College,Moderate,Female,65,1,,0,0.0,
653,21,70,High,High,1,8,72,Low,1,3,Medium,Low,Public,Neutral,1,0,Postgraduate,Moderate,Female,67,1,,0,0.0,
654,17,72,Low,Medium,0,7,94,Low,1,4,Medium,Medium,Public,Positive,2,0,High School,Far,Female,64,1,,0,0.0,
655,15,65,Medium,High,1,9,93,Low,1,2,Low,Low,Private,Neutral,3,0,College,Near,Male,64,1,,0,0.0,
656,23,60,Low,Medium,0,7,72,Low,1,3,High,Medium,Public,Neutral,2,0,College,Near,Female,64,1,,0,0.0,
657,5,95,Medium,High,1,8,92,Low,1,1,Low,High,Private,Neutral,2,0,College,Near,Female,67,1,,0,0.0,
658,19,65,Medium,High,1,9,60,Low,1,1,Low,Medium,Public,Neutral,3,0,Postgraduate,Moderate,Male,63,1,,0,0.0,
659,19,65,Low,High,0,9,58,Low,1,3,Medium,Medium,Public,Negative,4,0,High School,Moderate,Female,62,1,,0,0.0,
660,21,62,Medium,Low,1,7,51,Low,1,0,Low,Medium,Private,Positive,4,0,High School,Near,Female,61,1,,0,0.0,
661,12,61,Medium,Low,1,7,52,Low,1,2,Low,Medium,Public,Positive,2,0,High School,Moderate,Female,58,1,,0,0.0,
662,17,64,Low,Medium,0,7,68,Medium,1,5,Medium,Medium,Private,Neutral,3,0,High School,Near,Male,63,1,,0,0.0,
663,23,66,High,Low,0,6,53,Low,1,2,Medium,Medium,Public,Positive,1,0,College,Far,Male,63,1,,0,0.0,
664,9,70,High,Medium,1,8,70,Low,1,1,Medium,Medium,Public,Positive,3,0,College,Near,Male,63,1,,0,0.0,
665,12,97,Medium,High,1,7,57,Low,1,0,Low,Medium,Private,Positive,4,0,College,Moderate,Female,67,1,,0,0.0,
666,12,67,Medium,High,1,8,77,Medium,1,2,Low,High,Private,Positive,3,0,College,Near,Male,64,1,,0,0.0,
667,22,62,High,Medium,0,9,51,Medium,1,2,Low,Medium,Public,Neutral,2,0,High School,Near,Male,63,1,,0,0.0,
668,13,64,Low,Low,0,6,88,Medium,1,1,Medium,Medium,Public,Neutral,2,0,College,Moderate,Female,59,1,,0,0.0,
669,12,84,Low,Medium,0,7,50,Medium,1,3,High,High,Public,Neutral,3,0,High School,Near,Male,65,1,,0,0.0,
670,2,99,Medium,Low,1,9,52,Low,1,0,Medium,Medium,Public,Neutral,4,0,High School,Near,Male,62,1,,0,0.0,
671,12,65,Medium,Low,1,6,86,Medium,1,1,Medium,Medium,Public,Positive,3,0,Postgraduate,Near,Female,62,1,,0,0.0,
672,20,61,High,High,1,9,54,Medium,1,2,High,Medium,Private,Positive,4,0,Postgraduate,Near,Male,67,1,,0,0.0,
673,7,61,Low,High,1,4,76,High,1,1,Medium,Medium,Private,Positive,5,0,High School,Far,Female,60,1,,0,0.0,
674,4,76,Medium,Medium,1,8,90,Medium,1,2,High,Medium,Public,Positive,2,0,High School,Moderate,Female,63,1,,0,0.0,
675,18,73,Medium,High,1,7,72,Low,1,1,Medium,Medium,Private,Neutral,1,1,High School,Moderate,Male,63,1,,0,0.0,
676,10,94,Low,Medium,0,9,59,Low,1,0,Medium,Medium,Public,Positive,2,0,Postgraduate,Near,Male,65,1,,0,0.0,
677,19,69,Medium,Medium,1,7,55,Low,1,1,Low,Medium,Public,Positive,4,0,College,Near,Female,63,1,,0,0.0,
678,17,60,Medium,Low,0,6,66,Medium,1,0,Low,Medium,Public,Positive,2,0,High School,Far,Female,58,1,,0,0.0,
679,20,72,Medium,Low,1,6,89,Low,1,1,Low,Medium,Private,Negative,3,0,High School,Far,Male,62,1,,0,0.0,
680,16,62,Low,Medium,1,8,90,Low,1,2,High,Medium,Public,Neutral,2,0,Postgraduate,Far,Male,62,1,,0,0.0,
681,20,80,Medium,High,1,7,58,Low,0,0,Medium,Medium,Public,Neutral,2,0,College,Near,Female,65,1,,0,0.0,
682,17,73,Medium,High,1,6,62,Low,1,2,Low,Medium,Private,Negative,3,0,College,Far,Male,64,1,,0,0.0,
683,22,63,Medium,Medium,1,7,99,Low,1,3,Medium,Medium,Private,Neutral,4,0,High School,Moderate,Male,65,1,,0,0.0,
684,17,65,Medium,Medium,1,5,96,Low,1,2,Medium,High,Public,Positive,3,0,College,Moderate,Male,65,1,,0,0.0,
685,7,60,Medium,High,1,10,69,Low,1,0,Low,Medium,Private,Positive,3,0,College,Moderate,Female,59,1,,0,0.0,
686,5,84,Medium,Medium,1,7,53,Low,0,1,Low,High,Public,Positive,3,0,Postgraduate,Moderate,Male,62,1,,0,0.0,
687,9,70,High,Medium,0,8,82,Low,0,2,High,High,Public,Negative,2,0,High School,Near,Female,62,1,,0,0.0,
688,19,64,High,Low,1,8,86,Low,1,3,High,Medium,Private,Neutral,3,0,Postgraduate,Near,Female,66,1,,0,0.0,
689,24,60,Low,Medium,1,6,92,Low,1,3,Medium,Medium,Public,Positive,2,0,College,Near,Male,65,1,,0,0.0,
690,15,61,High,Low,1,9,52,Medium,1,1,Medium,Medium,Private,Neutral,3,0,High School,Moderate,Female,60,1,,0,0.0,
691,19,70,Medium,Medium,1,6,90,Low,1,2,Low,Medium,Private,Positive,3,0,High School,Moderate,Male,65,1,,0,0.0,
692,14,67,Low,Low,1,7,66,Low,1,0,Low,Medium,Public,Neutral,4,0,High School,Far,Female,57,1,,0,0.0,
693,13,64,High,High,1,7,62,Medium,1,1,Low,Medium,Public,Neutral,1,0,College,Moderate,Female,62,1,,0,0.0,
694,11,65,Medium,Low,1,5,62,Medium,1,2,Medium,High,Public,Neutral,2,0,College,Far,Female,60,1,,0,0.0,
695,22,70,High,Low,0,10,83,Low,1,0,Medium,Medium,Public,Positive,2,0,College,Moderate,Male,65,1,,0,0.0,
696,21,71,High,Medium,1,9,55,Low,1,2,High,High,Public,Positive,1,0,Postgraduate,Moderate,Male,67,1,,0,0.0,
697,12,89,High,Low,1,4,59,Low,1,2,Low,High,Public,Negative,4,0,High School,Near,Male,65,1,,0,0.0,
698,15,65,Medium,Medium,0,8,62,Medium,1,1,Medium,Medium,Public,Neutral,4,0,High School,Moderate,Female,61,1,,0,0.0,
699,7,62,Low,High,0,7,90,Medium,1,1,Medium,Low,Public,Neutral,5,0,College,Moderate,Female,60,1,,0,0.0,
700,12,82,High,Low,0,5,62,Low,1,2,Medium,Medium,Public,Positive,4,0,High School,Near,Male,64,1,,0,0.0,
701,15,70,Low,Medium,0,8,63,Low,1,0,Medium,Medium,Private,Positive,4,0,High School,Moderate,Female,61,1,,0,0.0,
702,20,66,High,Low,0,9,72,Low,1,1,Medium,High,Public,Positive,1,0,College,Near,Female,64,1,,0,0.0,
703,18,71,Medium,Medium,1,7,72,Low,1,0,Low,Medium,Public,Neutral,4,0,High School,Near,Female,63,1,,0,0.0,
704,24,60,Medium,Medium,1,10,60,Low,1,3,Low,High,Private,Neutral,2,0,Postgraduate,Near,Female,65,1,,0,0.0,
705,11,64,Medium,Low,1,8,67,High,0,1,Medium,Medium,Public,Neutral,2,1,College,Near,Male,58,1,,0,0.0,
706,14,71,High,Low,1,6,61,Low,1,0,Low,Medium,Public,Positive,3,0,Postgraduate,Near,Female,63,1,,0,0.0,
707,15,64,High,Medium,0,9,65,Medium,1,2,Medium,Medium,Public,Neutral,2,0,High School,Near,Male,63,1,,0,0.0,
708,15,60,Medium,Low,0,9,65,Medium,1,1,Medium,High,Public,Negative,5,0,College,Moderate,Male,60,1,,0,0.0,
709,21,63,Medium,Medium,1,7,64,Medium,1,0,Low,Medium,Public,Negative,3,0,High School,Near,Female,62,1,,0,0.0,
710,14,77,Medium,Medium,1,5,60,Low,1,1,High,High,Private,Negative,3,0,Postgraduate,Far,Male,64,1,,0,0.0,
711,8,95,Medium,Medium,0,7,73,Low,1,2,Medium,Medium,Private,Neutral,2,0,College,Near,Male,66,1,,0,0.0,
712,15,63,High,Low,1,7,74,Medium,1,4,Low,Medium,Public,Negative,2,0,High School,Moderate,Male,62,1,,0,0.0,
713,11,67,Medium,Medium,1,6,54,Low,1,0,Low,Medium,Public,Positive,3,0,High School,Near,Female,60,1,,0,0.0,
714,16,63,Medium,High,1,6,73,Medium,1,0,Medium,Medium,Public,Neutral,4,0,College,Near,Male,63,1,,0,0.0,
715,13,82,Medium,High,0,8,56,Low,1,2,Low,High,Private,Neutral,3,0,Postgraduate,Near,Male,66,1,,0,0.0,
716,22,64,Medium,Medium,0,8,65,Low,1,2,Medium,Medium,Private,Neutral,4,0,Postgraduate,Near,Female,65,1,,0,0.0,
717,7,99,Low,High,1,7,67,Low,0,1,High,High,Private,Neutral,4,0,High School,Near,Female,66,1,,0,0.0,
718,19,65,Low,Medium,0,8,93,Low,1,1,Medium,High,Private,Neutral,4,0,College,Near,Male,64,1,,0,0.0,
719,20,73,Medium,High,0,6,70,Low,1,3,High,High,Public,Neutral,4,0,High School,Near,Female,68,1,,0,0.0,
720,13,79,Medium,High,1,7,63,Low,0,3,High,Medium,Private,Neutral,2,0,High School,Near,Female,65,1,,0,0.0,
721,21,66,High,Medium,1,6,76,Low,1,3,Low,Medium,Private,Neutral,1,0,High School,Moderate,Female,65,1,,0,0.0,
722,27,62,High,Medium,0,6,53,Low,1,1,Medium,Medium,Public,Positive,2,0,High School,Moderate,Male,64,1,,0,0.0,
723,15,65,Low,High,1,8,52,Medium,1,4,Low,Medium,Private,Neutral,3,1,High School,Moderate,Female,61,1,,0,0.0,
724,22,67,Low,Medium,1,6,71,Low,1,1,Medium,High,Public,Neutral,4,0,College,Moderate,Male,64,1,,0,0.0,
725,17,67,Medium,Medium,1,4,71,Medium,1,3,Medium,High,Public,Negative,2,0,High School,Moderate,Female,63,1,,0,0.0,
726,11,76,Medium,Medium,1,8,91,Low,1,1,High,High,Private,Neutral,3,1,College,Near,Female,64,1,,0,0.0,
727,12,70,Low,Medium,1,8,55,Medium,1,2,Medium,High,Public,Negative,4,0,High School,Near,Female,61,1,,0,0.0,
728,7,92,Low,Medium,1,4,51,Medium,1,0,High,Medium,Public,Positive,1,0,High School,Near,Female,63,1,,0,0.0,
729,26,64,High,Low,1,8,74,Low,1,3,Medium,High,Public,Neutral,2,0,High School,Near,Male,66,1,,0,0.0,
730,10,71,Medium,Low,0,10,53,Low,1,4,High,Medium,Private,Positive,3,0,High School,Near,Female,62,1,,0,0.0,
731,9,93,High,Low,1,6,72,Low,1,1,Medium,Medium,Public,Positive,2,0,College,Near,Female,66,1,,0,0.0,
732,6,90,Medium,Medium,1,9,66,Medium,1,2,Medium,High,Public,Positive,2,0,High School,Far,Male,65,1,,0,0.0,
733,8,84,Medium,Low,1,9,56,Low,1,1,Low,Medium,Public,Positive,2,0,High School,Moderate,Male,61,1,,0,0.0,
734,17,71,Medium,Medium,0,8,80,Low,1,2,High,Low,Public,Neutral,3,0,High School,Near,Female,64,1,,0,0.0,
735,12,79,Medium,Low,0,9,80,Low,1,1,High,Medium,Public,Positive,2,0,College,Moderate,Male,63,1,,0,0.0,
736,23,71,Medium,Medium,0,7,56,Low,1,1,Medium,Medium,Private,Positive,4,0,High School,Near,Female,65,1,,0,0.0,
737,14,65,Medium,High,1,5,72,Low,1,3,Low,High,Private,Negative,2,0,High School,Near,Male,62,1,,0,0.0,
738,16,84,High,Low,0,6,68,Low,0,3,Medium,Medium,Private,Neutral,3,0,High School,Near,Male,65,1,,0,0.0,
739,17,67,High,Low,0,10,71,Medium,1,1,Medium,Medium,Public,Positive,3,0,High School,Near,Male,63,1,,0,0.0,
740,8,86,High,Low,1,8,98,Low,1,1,Low,Medium,Private,Neutral,1,0,College,Near,Male,65,1,,0,0.0,
741,22,65,Medium,Low,1,7,88,Low,0,2,Medium,Medium,Public,Positive,4,0,College,Near,Male,64,1,,0,0.0,
742,20,70,High,Medium,0,9,75,Low,1,3,Medium,Medium,Public,Neutral,4,0,College,Moderate,Male,66,1,,0,0.0,
743,15,66,Medium,Medium,0,6,90,Low,1,2,Medium,Medium,Public,Negative,3,0,College,Far,Female,62,1,,0,0.0,
744,20,72,Medium,Medium,0,9,90,Low,1,1,Medium,Medium,Private,Neutral,2,0,Postgraduate,Moderate,Male,65,1,,0,0.0,
745,14,61,Low,Medium,1,10,71,Medium,0,2,Low,Medium,Public,Neutral,4,0,High School,Near,Male,59,1,,0,0.0,
746,17,66,High,Medium,0,6,54,Medium,1,2,High,Low,Public,Positive,3,1,High School,Near,Female,63,1,,0,0.0,
747,15,69,High,Low,0,9,79,Low,1,1,Medium,Medium,Private,Positive,2,0,High School,Moderate,Female,63,1,,0,0.0,
748,9,74,Medium,Low,0,6,69,Low,1,3,Low,Medium,Private,Positive,2,0,High School,Moderate,Female,61,1,,0,0.0,
749,9,94,High,Low,0,6,66,Low,1,0,Low,High,Public,Positive,3,0,College,Near,Male,66,1,,0,0.0,
750,14,62,Medium,High,1,7,79,Low,1,2,Medium,Medium,Private,Positive,2,0,High School,Moderate,Female,62,1,,0,0.0,
751,22,62,High,Medium,1,7,70,Low,1,4,Low,Medium,Public,Negative,2,0,College,Near,Female,65,1,,0,0.0,
752,14,77,Low,Low,0,7,99,Low,1,2,Medium,Medium,Public,Positive,2,0,Postgraduate,Moderate,Female,64,1,,0,0.0,
753,10,69,Low,Medium,0,8,97,Medium,1,1,Medium,Medium,Private,Negative,3,0,High School,Near,Female,61,1,,0,0.0,
754,8,66,High,High,1,8,83,Medium,1,0,Low,Medium,Private,Positive,4,0,College,Near,Male,63,1,,0,0.0,
755,14,73,Medium,High,0,8,58,Medium,1,2,Low,High,Public,Negative,2,0,College,Moderate,Male,63,1,,0,0.0,
756,15,65,High,Low,1,7,56,Medium,0,3,High,Medium,Private,Positive,3,1,High School,Near,Female,61,1,,0,0.0,
757,12,63,High,Medium,0,9,70,Low,1,1,High,Low,Public,Positive,3,0,College,Near,Female,62,1,,0,0.0,
758,9,61,Low,High,1,7,53,Medium,1,0,Medium,Medium,Public,Positive,2,1,Postgraduate,Far,Male,58,1,,0,0.0,
759,13,69,Medium,Low,0,5,70,Medium,1,0,Medium,High,Private,Negative,2,0,College,Near,Male,61,1,,0,0.0,
760,19,63,High,Medium,1,8,55,Low,1,0,Medium,Medium,Private,Positive,4,0,College,Moderate,Female,63,1,,0,0.0,
761,19,65,High,Medium,0,6,55,Medium,1,1,Low,High,Public,Positive,3,0,Postgraduate,Moderate,Male,64,1,,0,0.0,
762,12,61,Low,Medium,1,8,92,Medium,1,2,High,Medium,Public,Neutral,4,1,High School,Moderate,Male,60,1,,0,0.0,
763,24,64,Medium,Medium,1,4,67,Low,1,0,Low,Medium,Public,Neutral,1,0,High School,Near,Male,62,1,,0,0.0,
764,16,84,Medium,Medium,0,7,65,Low,1,1,High,High,Public,Negative,3,0,High School,Moderate,Male,65,1,,0,0.0,
765,22,73,High,Medium,1,6,59,Low,1,0,Low,Medium,Public,Positive,1,0,High School,Near,Male,65,1,,0,0.0,
766,11,64,Medium,Medium,1,8,66,Medium,1,2,Low,Medium,Public,Positive,2,0,College,Moderate,Male,61,1,,0,0.0,
767,11,84,Medium,Low,1,6,59,Low,1,2,Medium,Medium,Public,Positive,3,0,High School,Near,Female,64,1,,0,0.0,
768,19,65,High,Medium,1,9,87,Low,1,0,High,High,Public,Positive,2,0,College,Moderate,Male,65,1,,0,0.0,
769,9,97,High,Medium,0,6,68,Low,1,5,Medium,Medium,Private,Neutral,3,0,College,Near,Male,69,1,,0,0.0,
770,15,88,Medium,High,1,8,61,Low,1,2,Medium,High,Public,Positive,4,1,High School,Near,Male,68,1,,0,0.0,
771,7,90,Low,Medium,1,7,93,Low,1,4,Medium,Medium,Public,Neutral,3,0,College,Near,Male,66,1,,0,0.0,
772,15,69,Low,Medium,0,8,73,Medium,1,2,Medium,Medium,Public,Neutral,2,0,High School,Moderate,Male,61,1,,0,0.0,
773,9,77,Low,Low,0,7,80,Medium,1,3,Medium,Medium,Public,Positive,3,1,High School,Near,Male,61,1,,0,0.0,
774,18,72,Low,High,0,7,58,Low,1,6,Low,Medium,Public,Positive,0,0,High School,Moderate,Male,64,1,,0,0.0,
775,17,77,Medium,Medium,1,8,69,Low,1,3,High,Medium,Public,Neutral,3,1,High School,Near,Male,65,1,,0,0.0,
776,13,60,Medium,Medium,0,9,77,Low,1,2,Medium,High,Private,Positive,5,1,High School,Near,Male,61,1,,0,0.0,
777,12,65,Medium,High,0,7,71,Medium,1,1,Low,High,Public,Neutral,4,0,High School,Moderate,Male,62,1,,0,0.0,
778,15,68,Low,Medium,0,6,72,Low,1,3,High,Low,Public,Neutral,3,0,High School,Near,Female,62,1,,0,0.0,
779,12,66,Medium,High,1,7,99,Low,1,2,Medium,Low,Public,Neutral,3,0,High School,Moderate,Male,63,1,,0,0.0,
780,15,73,Medium,High,0,5,61,Low,0,1,Low,High,Private,Positive,2,0,Postgraduate,Moderate,Male,63,1,,0,0.0,
781,19,66,High,Medium,0,8,77,Low,0,3,Medium,Medium,Public,Negative,4,0,College,Moderate,Female,64,1,,0,0.0,
782,21,68,Low,Medium,1,5,66,Low,1,2,High,Medium,Private,Neutral,3,0,High School,Near,Male,64,1,,0,0.0,
783,16,86,Medium,Medium,1,6,62,Low,1,1,Low,High,Public,Positive,4,0,High School,Near,Female,66,1,,0,0.0,
784,13,73,Medium,Low,0,9,59,Medium,1,0,Medium,High,Public,Neutral,4,0,Postgraduate,Near,Male,63,1,,0,0.0,
785,10,73,Medium,Low,1,9,58,Low,1,5,Low,Medium,Private,Negative,3,0,High School,Moderate,Male,61,1,,0,0.0,
786,8,80,Low,Medium,1,6,85,Medium,1,1,Low,High,Public,Negative,3,0,Postgraduate,Near,Male,63,1,,0,0.0,
787,12,93,High,High,1,6,50,Low,1,4,High,High,Public,Positive,3,0,Postgraduate,Moderate,Male,71,1,,0,0.0,
788,4,84,Medium,Medium,1,6,70,Medium,1,5,Medium,High,Private,Neutral,4,0,High School,Near,Male,65,1,,0,0.0,
789,21,71,Medium,Medium,0,7,58,Low,1,3,Low,Medium,Public,Negative,5,0,College,Near,Female,65,1,,0,0.0,
790,17,63,Medium,Medium,0,6,94,Low,1,0,Medium,Medium,Public,Negative,2,0,High School,Moderate,Male,61,1,,0,0.0,
791,24,69,Medium,High,1,7,55,Low,1,3,Medium,High,Public,Neutral,4,0,High School,Near,Male,67,1,,0,0.0,
792,9,69,Low,Medium,1,7,80,Medium,1,1,Medium,Medium,Private,Neutral,3,0,College,Moderate,Male,61,1,,0,0.0,
793,18,64,Low,Medium,1,7,57,Medium,1,1,High,Medium,Public,Neutral,3,0,High School,Moderate,Male,61,1,,0,0.0,
794,15,64,Medium,Medium,0,6,92,Low,1,3,Low,Medium,Public,Negative,4,0,College,Near,Female,63,1,,0,0.0,
795,13,66,High,Medium,1,9,51,Low,1,3,Medium,Medium,Private,Positive,2,0,Postgraduate,Moderate,Male,63,1,,0,0.0,
796,3,79,Low,Medium,1,7,64,Low,1,0,Medium,Medium,Public,Negative,3,0,Postgraduate,Far,Female,58,1,,0,0.0,
797,20,71,Medium,Medium,1,5,75,Low,1,0,Medium,Medium,Private,Positive,4,0,High School,Near,Male,65,1,,0,0.0,
798,16,86,Low,Low,1,5,82,Low,1,0,Low,Medium,Public,Neutral,4,0,High School,Moderate,Female,63,1,,0,0.0,
799,22,70,Medium,Low,1,6,58,Low,1,4,High,Medium,Public,Positive,2,0,Postgraduate,Moderate,Male,66,1,,0,0.0,
800,14,65,Low,High,0,7,82,Low,1,1,Low,Low,Public,Negative,3,0,High School,Near,Male,60,1,,0,0.0,
801,14,61,Medium,Low,1,7,71,Medium,1,0,Medium,Low,Private,Neutral,1,0,Postgraduate,Near,Female,60,1,,0,0.0,
802,22,79,Low,Medium,0,10,57,Low,1,1,Medium,High,Public,Positive,2,0,High School,Near,Male,65,1,,0,0.0,
803,23,67,Medium,Medium,0,4,50,Low,1,4,Low,Medium,Private,Positive,3,0,College,Moderate,Male,65,1,,0,0.0,
804,11,100,Medium,Medium,1,9,54,Low,1,1,Low,Medium,Public,Negative,3,0,Postgraduate,Near,Male,66,1,,0,0.0,
805,18,69,High,High,1,8,54,Low,1,1,High,High,Private,Neutral,2,0,High School,Near,Male,65,1,,0,0.0,
806,8,65,Medium,Medium,0,10,74,Medium,1,1,Medium,High,Private,Positive,5,0,High School,Near,Male,61,1,,0,0.0,
807,18,82,High,Low,0,7,52,Low,1,1,Low,Medium,Public,Negative,4,0,High School,Near,Female,64,1,,0,0.0,
808,9,73,Medium,Medium,1,6,96,Low,1,0,Low,High,Public,Positive,2,0,High School,Near,Male,62,1,,0,0.0,
809,21,63,Medium,Medium,1,6,64,Low,1,1,High,High,Public,Negative,3,0,High School,Near,Male,63,1,,0,0.0,
810,14,68,Medium,High,0,6,71,Low,1,1,Medium,Medium,Public,Positive,3,0,College,Moderate,Male,63,1,,0,0.0,
811,16,63,Medium,Medium,1,8,82,Medium,1,0,High,Medium,Public,Neutral,3,0,High School,Near,Male,63,1,,0,0.0,
812,15,68,High,Low,1,6,73,Medium,0,0,Medium,Medium,Public,Positive,3,0,College,Near,Male,62,1,,0,0.0,
813,20,63,Medium,Medium,1,8,61,Medium,1,2,High,Medium,Public,Neutral,3,0,High School,Near,Male,64,1,,0,0.0,
814,15,61,High,Low,1,8,59,Medium,1,1,Medium,Medium,Public,Neutral,2,0,Postgraduate,Moderate,Female,61,1,,0,0.0,
815,16,77,Medium,Low,1,7,69,Low,1,1,Low,High,Public,Neutral,4,0,High School,Near,Female,63,1,,0,0.0,
816,19,62,High,Medium,0,7,82,Low,1,0,Low,Low,Private,Neutral,5,1,Postgraduate,Near,Male,62,1,,0,0.0,
817,11,66,Medium,Medium,1,7,74,Medium,1,3,Medium,High,Private,Neutral,3,0,High School,Far,Female,62,1,,0,0.0,
818,4,83,High,Medium,0,7,99,Low,1,1,Low,Low,Private,Neutral,3,0,College,Near,Female,64,1,,0,0.0,
819,21,64,High,Low,1,7,78,Low,1,1,Medium,Medium,Public,Positive,4,0,High School,Near,Male,64,1,,0,0.0,
820,20,63,Medium,Low,0,8,83,Low,1,4,Medium,Medium,Public,Neutral,3,0,Postgraduate,Moderate,Female,64,1,,0,0.0,
821,16,69,Medium,Medium,1,5,68,Medium,1,0,Medium,High,Public,Neutral,4,0,College,Moderate,Male,63,1,,0,0.0,
822,23,65,High,High,0,7,57,Low,0,1,High,Medium,Public,Neutral,4,0,High School,Near,Male,65,1,,0,0.0,
823,18,72,Medium,Medium,0,8,71,Low,1,2,High,Medium,Public,Positive,4,0,Postgraduate,Near,Male,66,1,,0,0.0,
824,17,87,Medium,Medium,1,9,53,Low,1,3,Low,Medium,Public,Positive,3,0,Postgraduate,Moderate,Female,67,1,,0,0.0,
825,22,62,High,Medium,1,9,69,Low,1,1,High,Low,Private,Negative,3,0,College,Near,Male,64,1,,0,0.0,
826,18,65,Medium,High,1,8,63,Medium,1,1,Medium,Medium,Public,Positive,3,0,High School,Far,Male,63,1,,0,0.0,
827,15,64,High,Low,1,7,89,Low,1,0,Low,Medium,Public,Negative,2,0,High School,Near,Male,61,1,,0,0.0,
828,6,69,High,Medium,1,10,94,Medium,0,1,Medium,Medium,Private,Neutral,4,0,Postgraduate,Near,Female,63,1,,0,0.0,
829,17,71,Medium,Medium,1,10,53,Low,1,0,Low,Low,Public,Positive,3,0,High School,Moderate,Male,61,1,,0,0.0,
