Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,dropout,student_id
13,82,Medium,High,0,8,56,Low,1,2,Low,High,Private,Neutral,3,0,Postgraduate,Near,Male,66,1,715
22,64,Medium,Medium,0,8,65,Low,1,2,Medium,Medium,Private,Neutral,4,0,Postgraduate,Near,Female,65,1,716
7,99,Low,High,1,7,67,Low,0,1,High,High,Private,Neutral,4,0,High School,Near,Female,66,1,717
19,65,Low,Medium,0,8,93,Low,1,1,Medium,High,Private,Neutral,4,0,College,Near,Male,64,1,718
20,73,Medium,High,0,6,70,Low,1,3,High,High,Public,Neutral,4,0,High School,Near,Female,68,1,719
13,79,Medium,High,1,7,63,Low,0,3,High,Medium,Private,Neutral,2,0,High School,Near,Female,65,1,720
21,66,High,Medium,1,6,76,Low,1,3,Low,Medium,Private,Neutral,1,0,High School,Moderate,Female,65,1,721
27,62,High,Medium,0,6,53,Low,1,1,Medium,Medium,Public,Positive,2,0,High School,Moderate,Male,64,1,722
15,65,Low,High,1,8,52,Medium,1,4,Low,Medium,Private,Neutral,3,1,High School,Moderate,Female,61,1,723
22,67,Low,Medium,1,6,71,Low,1,1,Medium,High,Public,Neutral,4,0,College,Moderate,Male,64,1,724
17,67,Medium,Medium,1,4,71,Medium,1,3,Medium,High,Public,Negative,2,0,High School,Moderate,Female,63,1,725
11,76,Medium,Medium,1,8,91,Low,1,1,High,High,Private,Neutral,3,1,College,Near,Female,64,1,726
12,70,Low,Medium,1,8,55,Medium,1,2,Medium,High,Public,Negative,4,0,High School,Near,Female,61,1,727
7,92,Low,Medium,1,4,51,Medium,1,0,High,Medium,Public,Positive,1,0,High School,Near,Female,63,1,728
26,64,High,Low,1,8,74,Low,1,3,Medium,High,Public,Neutral,2,0,High School,Near,Male,66,1,729
10,71,Medium,Low,0,10,53,Low,1,4,High,Medium,Private,Positive,3,0,High School,Near,Female,62,1,730
9,93,High,Low,1,6,72,Low,1,1,Medium,Medium,Public,Positive,2,0,College,Near,Female,66,1,731
6,90,Medium,Medium,1,9,66,Medium,1,2,Medium,High,Public,Positive,2,0,High School,Far,Male,65,1,732
8,84,Medium,Low,1,9,56,Low,1,1,Low,Medium,Public,Positive,2,0,High School,Moderate,Male,61,1,733
17,71,Medium,Medium,0,8,80,Low,1,2,High,Low,Public,Neutral,3,0,High School,Near,Female,64,1,734
12,79,Medium,Low,0,9,80,Low,1,1,High,Medium,Public,Positive,2,0,College,Moderate,Male,63,1,735
23,71,Medium,Medium,0,7,56,Low,1,1,Medium,Medium,Private,Positive,4,0,High School,Near,Female,65,1,736
14,65,Medium,High,1,5,72,Low,1,3,Low,High,Private,Negative,2,0,High School,Near,Male,62,1,737
16,84,High,Low,0,6,68,Low,0,3,Medium,Medium,Private,Neutral,3,0,High School,Near,Male,65,1,738
17,67,High,Low,0,10,71,Medium,1,1,Medium,Medium,Public,Positive,3,0,High School,Near,Male,63,1,739
8,86,High,Low,1,8,98,Low,1,1,Low,Medium,Private,Neutral,1,0,College,Near,Male,65,1,740
22,65,Medium,Low,1,7,88,Low,0,2,Medium,Medium,Public,Positive,4,0,College,Near,Male,64,1,741
20,70,High,Medium,0,9,75,Low,1,3,Medium,Medium,Public,Neutral,4,0,College,Moderate,Male,66,1,742
15,66,Medium,Medium,0,6,90,Low,1,2,Medium,Medium,Public,Negative,3,0,College,Far,Female,62,1,743
20,72,Medium,Medium,0,9,90,Low,1,1,Medium,Medium,Private,Neutral,2,0,Postgraduate,Moderate,Male,65,1,744
14,61,Low,Medium,1,10,71,Medium,0,2,Low,Medium,Public,Neutral,4,0,High School,Near,Male,59,1,745
17,66,High,Medium,0,6,54,Medium,1,2,High,Low,Public,Positive,3,1,High School,Near,Female,63,1,746
15,69,High,Low,0,9,79,Low,1,1,Medium,Medium,Private,Positive,2,0,High School,Moderate,Female,63,1,747
9,74,Medium,Low,0,6,69,Low,1,3,Low,Medium,Private,Positive,2,0,High School,Moderate,Female,61,1,748
9,94,High,Low,0,6,66,Low,1,0,Low,High,Public,Positive,3,0,College,Near,Male,66,1,749
14,62,Medium,High,1,7,79,Low,1,2,Medium,Medium,Private,Positive,2,0,High School,Moderate,Female,62,1,750
22,62,High,Medium,1,7,70,Low,1,4,Low,Medium,Public,Negative,2,0,College,Near,Female,65,1,751
14,77,Low,Low,0,7,99,Low,1,2,Medium,Medium,Public,Positive,2,0,Postgraduate,Moderate,Female,64,1,752
10,69,Low,Medium,0,8,97,Medium,1,1,Medium,Medium,Private,Negative,3,0,High School,Near,Female,61,1,753
8,66,High,High,1,8,83,Medium,1,0,Low,Medium,Private,Positive,4,0,College,Near,Male,63,1,754
14,73,Medium,High,0,8,58,Medium,1,2,Low,High,Public,Negative,2,0,College,Moderate,Male,63,1,755
15,65,High,Low,1,7,56,Medium,0,3,High,Medium,Private,Positive,3,1,High School,Near,Female,61,1,756
12,63,High,Medium,0,9,70,Low,1,1,High,Low,Public,Positive,3,0,College,Near,Female,62,1,757
9,61,Low,High,1,7,53,Medium,1,0,Medium,Medium,Public,Positive,2,1,Postgraduate,Far,Male,58,1,758
13,69,Medium,Low,0,5,70,Medium,1,0,Medium,High,Private,Negative,2,0,College,Near,Male,61,1,759
19,63,High,Medium,1,8,55,Low,1,0,Medium,Medium,Private,Positive,4,0,College,Moderate,Female,63,1,760
19,65,High,Medium,0,6,55,Medium,1,1,Low,High,Public,Positive,3,0,Postgraduate,Moderate,Male,64,1,761
12,61,Low,Medium,1,8,92,Medium,1,2,High,Medium,Public,Neutral,4,1,High School,Moderate,Male,60,1,762
24,64,Medium,Medium,1,4,67,Low,1,0,Low,Medium,Public,Neutral,1,0,High School,Near,Male,62,1,763
16,84,Medium,Medium,0,7,65,Low,1,1,High,High,Public,Negative,3,0,High School,Moderate,Male,65,1,764
22,73,High,Medium,1,6,59,Low,1,0,Low,Medium,Public,Positive,1,0,High School,Near,Male,65,1,765
11,64,Medium,Medium,1,8,66,Medium,1,2,Low,Medium,Public,Positive,2,0,College,Moderate,Male,61,1,766
11,84,Medium,Low,1,6,59,Low,1,2,Medium,Medium,Public,Positive,3,0,High School,Near,Female,64,1,767
19,65,High,Medium,1,9,87,Low,1,0,High,High,Public,Positive,2,0,College,Moderate,Male,65,1,768
9,97,High,Medium,0,6,68,Low,1,5,Medium,Medium,Private,Neutral,3,0,College,Near,Male,69,1,769
15,88,Medium,High,1,8,61,Low,1,2,Medium,High,Public,Positive,4,1,High School,Near,Male,68,1,770
7,90,Low,Medium,1,7,93,Low,1,4,Medium,Medium,Public,Neutral,3,0,College,Near,Male,66,1,771
15,69,Low,Medium,0,8,73,Medium,1,2,Medium,Medium,Public,Neutral,2,0,High School,Moderate,Male,61,1,772
9,77,Low,Low,0,7,80,Medium,1,3,Medium,Medium,Public,Positive,3,1,High School,Near,Male,61,1,773
18,72,Low,High,0,7,58,Low,1,6,Low,Medium,Public,Positive,0,0,High School,Moderate,Male,64,1,774
17,77,Medium,Medium,1,8,69,Low,1,3,High,Medium,Public,Neutral,3,1,High School,Near,Male,65,1,775
13,60,Medium,Medium,0,9,77,Low,1,2,Medium,High,Private,Positive,5,1,High School,Near,Male,61,1,776
12,65,Medium,High,0,7,71,Medium,1,1,Low,High,Public,Neutral,4,0,High School,Moderate,Male,62,1,777
15,68,Low,Medium,0,6,72,Low,1,3,High,Low,Public,Neutral,3,0,High School,Near,Female,62,1,778
12,66,Medium,High,1,7,99,Low,1,2,Medium,Low,Public,Neutral,3,0,High School,Moderate,Male,63,1,779
15,73,Medium,High,0,5,61,Low,0,1,Low,High,Private,Positive,2,0,Postgraduate,Moderate,Male,63,1,780
19,66,High,Medium,0,8,77,Low,0,3,Medium,Medium,Public,Negative,4,0,College,Moderate,Female,64,1,781
21,68,Low,Medium,1,5,66,Low,1,2,High,Medium,Private,Neutral,3,0,High School,Near,Male,64,1,782
16,86,Medium,Medium,1,6,62,Low,1,1,Low,High,Public,Positive,4,0,High School,Near,Female,66,1,783
13,73,Medium,Low,0,9,59,Medium,1,0,Medium,High,Public,Neutral,4,0,Postgraduate,Near,Male,63,1,784
10,73,Medium,Low,1,9,58,Low,1,5,Low,Medium,Private,Negative,3,0,High School,Moderate,Male,61,1,785
8,80,Low,Medium,1,6,85,Medium,1,1,Low,High,Public,Negative,3,0,Postgraduate,Near,Male,63,1,786
12,93,High,High,1,6,50,Low,1,4,High,High,Public,Positive,3,0,Postgraduate,Moderate,Male,71,1,787
4,84,Medium,Medium,1,6,70,Medium,1,5,Medium,High,Private,Neutral,4,0,High School,Near,Male,65,1,788
21,71,Medium,Medium,0,7,58,Low,1,3,Low,Medium,Public,Negative,5,0,College,Near,Female,65,1,789
17,63,Medium,Medium,0,6,94,Low,1,0,Medium,Medium,Public,Negative,2,0,High School,Moderate,Male,61,1,790
24,69,Medium,High,1,7,55,Low,1,3,Medium,High,Public,Neutral,4,0,High School,Near,Male,67,1,791
9,69,Low,Medium,1,7,80,Medium,1,1,Medium,Medium,Private,Neutral,3,0,College,Moderate,Male,61,1,792
18,64,Low,Medium,1,7,57,Medium,1,1,High,Medium,Public,Neutral,3,0,High School,Moderate,Male,61,1,793
15,64,Medium,Medium,0,6,92,Low,1,3,Low,Medium,Public,Negative,4,0,College,Near,Female,63,1,794
13,66,High,Medium,1,9,51,Low,1,3,Medium,Medium,Private,Positive,2,0,Postgraduate,Moderate,Male,63,1,795
3,79,Low,Medium,1,7,64,Low,1,0,Medium,Medium,Public,Negative,3,0,Postgraduate,Far,Female,58,1,796
20,71,Medium,Medium,1,5,75,Low,1,0,Medium,Medium,Private,Positive,4,0,High School,Near,Male,65,1,797
16,86,Low,Low,1,5,82,Low,1,0,Low,Medium,Public,Neutral,4,0,High School,Moderate,Female,63,1,798
22,70,Medium,Low,1,6,58,Low,1,4,High,Medium,Public,Positive,2,0,Postgraduate,Moderate,Male,66,1,799
14,65,Low,High,0,7,82,Low,1,1,Low,Low,Public,Negative,3,0,High School,Near,Male,60,1,800
14,61,Medium,Low,1,7,71,Medium,1,0,Medium,Low,Private,Neutral,1,0,Postgraduate,Near,Female,60,1,801
22,79,Low,Medium,0,10,57,Low,1,1,Medium,High,Public,Positive,2,0,High School,Near,Male,65,1,802
23,67,Medium,Medium,0,4,50,Low,1,4,Low,Medium,Private,Positive,3,0,College,Moderate,Male,65,1,803
11,100,Medium,Medium,1,9,54,Low,1,1,Low,Medium,Public,Negative,3,0,Postgraduate,Near,Male,66,1,804
18,69,High,High,1,8,54,Low,1,1,High,High,Private,Neutral,2,0,High School,Near,Male,65,1,805
8,65,Medium,Medium,0,10,74,Medium,1,1,Medium,High,Private,Positive,5,0,High School,Near,Male,61,1,806
18,82,High,Low,0,7,52,Low,1,1,Low,Medium,Public,Negative,4,0,High School,Near,Female,64,1,807
9,73,Medium,Medium,1,6,96,Low,1,0,Low,High,Public,Positive,2,0,High School,Near,Male,62,1,808
21,63,Medium,Medium,1,6,64,Low,1,1,High,High,Public,Negative,3,0,High School,Near,Male,63,1,809
14,68,Medium,High,0,6,71,Low,1,1,Medium,Medium,Public,Positive,3,0,College,Moderate,Male,63,1,810
16,63,Medium,Medium,1,8,82,Medium,1,0,High,Medium,Public,Neutral,3,0,High School,Near,Male,63,1,811
15,68,High,Low,1,6,73,Medium,0,0,Medium,Medium,Public,Positive,3,0,College,Near,Male,62,1,812
20,63,Medium,Medium,1,8,61,Medium,1,2,High,Medium,Public,Neutral,3,0,High School,Near,Male,64,1,813
15,61,High,Low,1,8,59,Medium,1,1,Medium,Medium,Public,Neutral,2,0,Postgraduate,Moderate,Female,61,1,814
16,77,Medium,Low,1,7,69,Low,1,1,Low,High,Public,Neutral,4,0,High School,Near,Female,63,1,815
19,62,High,Medium,0,7,82,Low,1,0,Low,Low,Private,Neutral,5,1,Postgraduate,Near,Male,62,1,816
11,66,Medium,Medium,1,7,74,Medium,1,3,Medium,High,Private,Neutral,3,0,High School,Far,Female,62,1,817
4,83,High,Medium,0,7,99,Low,1,1,Low,Low,Private,Neutral,3,0,College,Near,Female,64,1,818
21,64,High,Low,1,7,78,Low,1,1,Medium,Medium,Public,Positive,4,0,High School,Near,Male,64,1,819
20,63,Medium,Low,0,8,83,Low,1,4,Medium,Medium,Public,Neutral,3,0,Postgraduate,Moderate,Female,64,1,820
16,69,Medium,Medium,1,5,68,Medium,1,0,Medium,High,Public,Neutral,4,0,College,Moderate,Male,63,1,821
23,65,High,High,0,7,57,Low,0,1,High,Medium,Public,Neutral,4,0,High School,Near,Male,65,1,822
18,72,Medium,Medium,0,8,71,Low,1,2,High,Medium,Public,Positive,4,0,Postgraduate,Near,Male,66,1,823
17,87,Medium,Medium,1,9,53,Low,1,3,Low,Medium,Public,Positive,3,0,Postgraduate,Moderate,Female,67,1,824
22,62,High,Medium,1,9,69,Low,1,1,High,Low,Private,Negative,3,0,College,Near,Male,64,1,825
18,65,Medium,High,1,8,63,Medium,1,1,Medium,Medium,Public,Positive,3,0,High School,Far,Male,63,1,826
15,64,High,Low,1,7,89,Low,1,0,Low,Medium,Public,Negative,2,0,High School,Near,Male,61,1,827
6,69,High,Medium,1,10,94,Medium,0,1,Medium,Medium,Private,Neutral,4,0,Postgraduate,Near,Female,63,1,828
17,71,Medium,Medium,1,10,53,Low,1,0,Low,Low,Public,Positive,3,0,High School,Moderate,Male,61,1,829
2,98,High,Medium,0,4,64,Medium,1,1,Low,High,Private,Neutral,2,0,High School,Near,Female,65,1,830
14,76,High,Medium,0,6,74,Low,1,0,High,Medium,Private,Positive,2,1,College,Far,Male,63,1,831
14,77,High,High,1,5,89,Low,1,0,Medium,Medium,Private,Positive,2,0,College,Near,Male,67,1,832
16,61,Medium,High,1,10,78,Medium,1,2,Low,High,Public,Positive,2,0,College,Moderate,Female,64,1,833
3,78,Medium,Medium,0,8,54,High,1,2,High,Medium,Public,Positive,4,0,High School,Moderate,Male,61,1,834
9,76,Medium,Medium,1,9,71,Medium,1,1,Medium,High,Public,Neutral,3,0,College,Near,Male,63,1,835
9,96,Medium,Low,1,8,75,Low,1,1,Low,High,Private,Positive,4,1,High School,Near,Female,65,1,836
6,71,Medium,High,1,5,85,Medium,1,1,Low,Medium,Public,Positive,2,0,High School,Moderate,Male,61,1,837
25,61,Medium,High,1,8,65,Low,1,3,Low,Low,Public,Neutral,3,0,College,Near,Female,65,1,838
20,70,Low,Medium,1,6,79,Low,1,4,Medium,Medium,Public,Positive,4,0,Postgraduate,Near,Male,67,1,839
11,89,Low,High,0,9,69,Low,1,1,Low,Low,Public,Neutral,3,0,High School,Near,Male,64,1,840
11,72,Medium,Medium,1,6,94,Low,1,2,Medium,Medium,Public,Positive,3,0,High School,Moderate,Male,63,1,841
13,70,Medium,High,1,8,78,Medium,1,0,Low,Medium,Private,Negative,3,1,High School,Near,Male,61,1,842
9,80,High,Low,0,5,60,Medium,1,2,Low,Medium,Private,Neutral,3,0,High School,Near,Male,62,1,843
16,63,Medium,Low,0,9,92,Medium,1,0,Low,Medium,Private,Positive,3,0,College,Moderate,Female,61,1,844
11,69,High,Medium,1,9,100,Low,1,1,Low,Medium,Public,Neutral,5,0,High School,Near,Male,64,1,845
15,67,Low,Medium,1,5,74,Medium,1,1,High,High,Public,Positive,2,0,Postgraduate,Near,Male,64,1,846
18,78,High,Medium,0,7,67,Low,0,0,High,Medium,Public,Negative,3,0,College,Moderate,Male,64,1,847
23,69,Medium,Low,1,8,66,Low,0,1,Medium,Medium,Public,Positive,3,0,College,Far,Male,63,1,848
14,86,Low,Low,1,8,90,Low,1,0,Low,Medium,Private,Neutral,1,0,High School,Near,Male,63,1,849
8,78,High,High,0,7,94,Low,1,1,High,High,Public,Neutral,3,1,High School,Near,Female,65,1,850
16,93,Medium,Medium,1,8,55,Low,1,0,High,Medium,Public,Neutral,4,0,High School,Moderate,Male,67,1,851
11,64,Medium,Medium,0,8,75,Low,1,1,High,Medium,Private,Positive,3,0,High School,Moderate,Male,60,1,852
17,72,Low,Medium,0,7,83,Low,1,3,Medium,High,Public,Negative,3,1,High School,Far,Female,62,1,853
19,68,High,High,0,7,51,Medium,0,1,High,Medium,Public,Positive,1,0,High School,Moderate,Female,64,1,854
15,77,Medium,Medium,1,7,52,Medium,1,1,Medium,Medium,Public,Neutral,2,0,College,Near,Male,64,1,855
12,89,Medium,Low,1,6,55,Low,1,1,Low,High,Public,Negative,3,0,High School,Near,Female,63,1,856
17,65,Medium,High,0,9,79,Medium,1,0,Medium,Medium,Public,Positive,2,1,High School,Moderate,Male,62,1,857
18,66,High,Medium,1,6,68,Low,0,1,Medium,High,Public,Positive,3,1,High School,Far,Male,61,1,858
13,67,Medium,Low,1,5,70,Medium,1,0,Low,High,Private,Negative,2,0,High School,Near,Male,60,1,859
18,73,Medium,Medium,1,8,74,Low,0,3,Medium,High,Private,Neutral,2,0,Postgraduate,Near,Male,66,1,860
19,67,Medium,Medium,0,7,59,Low,1,3,Low,High,Private,Positive,3,0,Postgraduate,Near,Female,65,1,861
15,65,Medium,Medium,0,9,65,Medium,1,1,Low,Medium,Public,Neutral,2,0,College,Near,Female,61,1,862
16,63,Low,Medium,1,6,57,Medium,1,2,Low,Low,Public,Neutral,3,0,Postgraduate,Near,Male,61,1,863
18,62,Medium,Medium,1,7,62,Medium,1,1,Medium,Medium,Public,Positive,5,0,College,Moderate,Male,63,1,864
13,63,Medium,High,1,8,52,Medium,1,2,Low,Medium,Public,Positive,4,0,High School,Near,Male,62,1,865
8,83,High,Low,1,6,85,Low,1,1,Low,High,Public,Neutral,3,0,High School,Far,Female,63,1,866
20,79,Medium,Low,1,8,55,Low,1,3,Low,Medium,Private,Positive,4,0,High School,Near,Female,66,1,867
8,87,High,High,0,9,97,Low,1,2,Low,Medium,Public,Positive,3,0,High School,Near,Male,67,1,868
10,67,High,Medium,1,8,92,Medium,1,1,Medium,High,Public,Negative,4,0,Postgraduate,Near,Male,65,1,869
22,61,High,Medium,0,8,88,Low,1,1,Medium,High,Public,Neutral,4,0,High School,Near,Female,65,1,870
15,65,High,High,1,8,72,Low,1,2,Low,Medium,Private,Neutral,2,1,Postgraduate,Far,Male,63,1,871
16,69,Medium,Medium,0,8,56,Low,1,2,Medium,Medium,Private,Neutral,3,0,Postgraduate,Near,Male,63,1,872
10,66,Medium,High,0,7,77,Medium,1,0,Medium,High,Public,Positive,2,0,High School,Near,Male,62,1,873
13,77,High,High,0,7,58,Medium,1,2,Low,Medium,Public,Positive,3,0,High School,Near,Male,66,1,874
21,85,Medium,Medium,0,8,50,Low,1,1,Medium,High,Private,Neutral,2,0,High School,Far,Male,65,1,875
15,74,Medium,Low,0,7,60,Low,1,2,Medium,Medium,Public,Positive,3,0,High School,Far,Female,62,1,876
16,67,Medium,Medium,1,5,53,Low,1,2,Medium,Medium,Private,Positive,3,0,High School,Moderate,Male,62,1,877
11,97,Low,Medium,1,8,60,Low,1,2,Low,Medium,Public,Positive,3,0,College,Near,Female,66,1,878
17,70,High,Medium,0,8,82,Low,1,2,High,High,Public,Negative,2,1,High School,Moderate,Female,64,1,879
12,92,High,Medium,0,4,58,Low,1,2,Medium,Medium,Public,Positive,2,1,College,Moderate,Male,66,1,880
23,72,Medium,Medium,1,8,64,Low,1,1,Low,Medium,Public,Neutral,4,0,Postgraduate,Near,Female,66,1,881
26,67,Low,Medium,1,7,77,Low,1,2,Low,High,Private,Neutral,3,1,High School,Moderate,Male,64,1,882
16,82,High,Low,0,4,64,Low,1,1,Medium,Medium,Private,Neutral,2,0,Postgraduate,Moderate,Male,65,1,883
20,62,Medium,Medium,1,6,59,Low,1,3,Medium,Medium,Public,Positive,4,0,High School,Near,Male,64,1,884
5,62,High,High,0,7,71,Low,1,1,Low,Medium,Private,Positive,4,0,College,Far,Male,59,1,885
13,64,Medium,High,0,6,57,Low,1,1,Low,Low,Public,Neutral,3,1,High School,Moderate,Female,58,1,886
9,66,Low,Medium,0,9,100,Low,1,3,Medium,Medium,Public,Neutral,3,0,College,Near,Male,62,1,887
18,61,Medium,Low,0,7,67,Low,1,2,High,Medium,Public,Positive,4,0,High School,Near,Male,62,1,888
23,68,Low,Medium,1,5,81,Low,1,1,Low,Low,Public,Neutral,2,0,Postgraduate,Near,Male,64,1,889
17,83,Medium,Low,1,8,69,Low,1,4,Low,High,Public,Neutral,3,0,College,Near,Male,67,1,890
11,63,Medium,High,1,9,51,High,1,0,Low,Low,Public,Negative,3,1,College,Moderate,Male,58,1,891
13,68,Low,High,0,7,60,Medium,1,1,Medium,Low,Private,Positive,3,0,College,Moderate,Female,61,1,892
22,69,High,Medium,0,7,86,Low,1,0,Medium,Medium,Public,Neutral,1,0,High School,Near,Female,65,1,893
13,89,High,High,0,8,59,Low,1,0,Low,High,Public,Neutral,2,0,Postgraduate,Moderate,Male,66,1,894
23,63,Medium,Medium,0,7,73,Low,1,1,Low,Medium,Public,Neutral,3,0,College,Moderate,Male,63,1,895
15,74,High,Low,0,6,72,Low,1,2,Low,Medium,Public,Positive,3,0,High School,Near,Male,64,1,896
10,67,Medium,Medium,1,6,65,Medium,1,1,Medium,High,Public,Negative,4,0,High School,Near,Female,61,1,897
22,64,Low,Medium,1,8,91,Low,1,0,Low,Medium,Public,Neutral,4,0,College,Moderate,Female,63,1,898
20,60,Medium,Low,1,4,73,Medium,1,0,Low,Low,Public,Neutral,1,0,Postgraduate,Moderate,Female,60,1,899
17,83,Medium,High,0,8,51,Low,1,0,Low,Medium,Public,Negative,4,0,High School,Moderate,Male,64,1,900
15,96,Medium,Low,0,7,54,Low,1,0,Low,Medium,Public,Neutral,3,0,College,Near,Female,65,1,901
12,76,Medium,Low,1,5,71,Low,1,0,Medium,Medium,Public,Negative,4,0,High School,Near,Male,61,1,902
16,74,Medium,High,0,9,80,Low,1,0,Medium,Medium,Public,Negative,5,0,High School,Near,Male,64,1,903
18,81,Medium,Medium,0,8,65,Low,1,2,Low,Medium,Public,Neutral,4,0,Postgraduate,Near,Male,66,1,904
14,78,High,Medium,0,6,55,Low,1,2,Low,Medium,Private,Neutral,2,0,High School,Near,Female,63,1,905
16,74,High,High,1,8,56,Low,1,1,Low,Medium,Private,Positive,2,0,High School,Near,Female,65,1,906
19,71,Medium,High,1,7,66,Low,1,2,Low,Medium,Public,Neutral,3,0,High School,Near,Female,65,1,907
14,78,Medium,Medium,0,4,62,Medium,1,1,Low,Medium,Public,Neutral,4,0,College,Near,Male,63,1,908
16,60,Medium,High,0,7,70,Low,1,3,High,High,Private,Negative,4,0,High School,Near,Female,63,1,909
18,61,Medium,Medium,1,6,56,Medium,1,3,Low,Medium,Public,Neutral,3,0,High School,Moderate,Male,62,1,910
16,62,Medium,Medium,0,7,73,Low,1,3,High,Medium,Public,Negative,3,0,High School,Near,Female,62,1,911
19,69,Medium,High,1,7,59,Low,1,2,Low,Low,Private,Neutral,2,0,Postgraduate,Moderate,Female,64,1,912
13,77,Medium,Medium,1,10,55,Low,1,2,Low,Medium,Private,Positive,3,0,College,Moderate,Male,63,1,913
17,67,Low,Medium,1,6,62,Medium,1,0,Medium,Medium,Public,Neutral,3,0,College,Moderate,Female,61,1,914
16,67,Medium,Medium,1,5,56,Low,1,1,Low,Medium,Public,Negative,2,0,College,Near,Female,61,1,915
28,60,Low,Medium,1,5,70,Low,1,0,Low,Medium,Private,Neutral,5,0,High School,Near,Male,63,1,916
13,75,Medium,High,0,10,54,Medium,1,1,Low,Medium,Private,Negative,3,1,College,Near,Male,62,1,917
8,61,Medium,Low,1,7,78,Medium,1,0,Medium,Medium,Private,Positive,3,0,High School,Near,Female,59,1,918
19,67,High,Medium,0,9,84,Low,1,0,Medium,Medium,Public,Positive,3,0,High School,Moderate,Female,64,1,919
16,82,Low,High,1,8,73,Low,1,3,Low,High,Public,Positive,1,0,College,Near,Male,67,1,920
3,60,Medium,Medium,1,5,76,Medium,1,0,Medium,High,Private,Neutral,4,0,High School,Moderate,Female,58,1,921
8,67,Low,Low,0,5,77,Low,1,1,Medium,High,Public,Positive,2,0,College,Near,Male,59,1,922
3,70,Medium,Medium,1,7,58,Medium,1,0,Medium,Medium,Private,Neutral,2,0,High School,Moderate,Male,58,1,923
19,77,Medium,Low,1,7,54,Low,1,2,Low,Medium,Private,Positive,4,0,High School,Near,Female,64,1,924
18,67,High,Low,0,4,73,Low,1,0,Medium,Medium,Private,Neutral,2,0,Postgraduate,Moderate,Male,62,1,925
15,81,Low,Low,1,7,75,Low,1,1,Medium,High,Public,Negative,1,0,Postgraduate,Moderate,Male,63,1,926
10,72,Medium,Medium,1,6,83,Medium,1,0,Medium,Medium,Public,Positive,4,0,High School,Near,Male,63,1,927
21,67,Medium,Low,0,6,61,Medium,1,0,Low,Medium,Private,Positive,3,0,High School,Moderate,Female,61,1,928
14,68,High,High,1,9,79,Low,1,2,Low,Medium,Private,Positive,4,0,College,Near,Female,66,1,929
11,74,Medium,High,1,7,98,Low,1,1,Low,Medium,Public,Positive,2,0,High School,Near,Male,65,1,930
16,68,Medium,Low,1,10,64,Medium,1,2,High,Low,Public,Negative,2,0,High School,Moderate,Male,61,1,931
1,81,Medium,Medium,1,8,66,Medium,1,1,Low,Medium,Public,Negative,2,0,College,Near,Male,60,1,932
20,68,Medium,Low,0,9,65,Low,1,1,High,Medium,Public,Negative,5,0,College,Near,Male,63,1,933
14,63,High,High,0,8,74,Medium,1,1,Low,Medium,Private,Neutral,4,0,Postgraduate,Moderate,Female,63,1,934
26,61,High,Medium,1,8,70,Low,1,1,Medium,Medium,Private,Neutral,4,1,Postgraduate,Moderate,Male,65,1,935
15,67,High,High,1,4,50,Low,1,0,Medium,Medium,Public,Positive,1,0,College,Near,Male,64,1,936
12,88,Low,Medium,1,4,56,Medium,1,0,Low,High,Private,Neutral,2,0,High School,Far,Male,62,1,937
20,85,Medium,Medium,0,6,58,Low,1,0,Low,Medium,Private,Negative,2,0,Postgraduate,Near,Male,65,1,938
13,60,Low,High,1,7,95,Medium,1,1,Low,Medium,Private,Positive,1,0,High School,Near,Female,61,1,939
17,64,High,High,0,7,80,Low,1,3,Medium,Medium,Private,Positive,4,0,High School,Near,Male,66,1,940
16,89,High,Medium,1,8,58,Low,1,2,Low,Medium,Public,Neutral,3,0,College,Moderate,Male,67,1,941
24,62,Medium,High,0,7,83,Low,1,1,Medium,Low,Public,Neutral,2,0,College,Moderate,Female,64,1,942
21,62,Medium,Low,0,6,58,Medium,1,2,Low,High,Private,Neutral,3,0,College,Moderate,Female,62,1,943
13,67,High,High,1,7,76,Medium,1,2,Low,Medium,Private,Neutral,5,0,High School,Near,Male,65,1,944
18,65,Medium,High,0,6,83,Low,1,1,Medium,High,Private,Neutral,2,0,High School,Near,Male,64,1,945
20,82,Low,Medium,0,8,66,Low,1,0,High,Medium,Public,Positive,2,0,Postgraduate,Near,Male,66,1,946
6,73,Medium,Medium,0,8,93,Low,1,0,Low,Medium,Private,Neutral,1,1,High School,Far,Female,58,1,947
13,82,Medium,High,0,5,73,Low,1,4,Low,Medium,Public,Negative,4,0,High School,Near,Male,66,1,948
10,75,Medium,Medium,0,8,87,Low,1,2,Medium,Medium,Public,Positive,4,1,High School,Near,Female,63,1,949
7,72,Medium,Medium,1,4,94,Medium,1,4,Medium,Medium,Private,Positive,4,0,Postgraduate,Near,Male,66,1,950
18,64,Medium,High,1,9,89,Low,1,1,Medium,High,Private,Neutral,3,0,High School,Moderate,Male,64,1,951
18,62,High,Medium,1,7,76,Medium,1,2,Medium,Medium,Private,Negative,3,1,College,Near,Female,63,1,952
